"","median","Depth","d_g_wet_sed","Identifier","NorTi","NorAl","NorSi","NorSr","NorRb","NorCa","NorFe","sedrate.mm","Water","Dry_bulk_density2","Fraction","Percentage","averaged.d13C","averaged.C.N","averaged.d15N","averaged.C","averaged.N","max","min","mean","d.0.5","PrC","age_k","Fe_Ti","Si_Ti","Si_Al"
"82",4309,6,55152.0035297282,32,NA,NA,NA,NA,NA,NA,NA,0.0934579439252336,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4004,4823,4341,NA,NA,4.309,NA,NA,NA
"83",4309,6,55152.0035297282,32,NA,NA,NA,NA,NA,NA,NA,0.0934579439252336,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4004,4823,4341,NA,NA,4.309,NA,NA,NA
"84",4309,6,55152.0035297282,32,NA,NA,NA,NA,NA,NA,NA,0.0934579439252336,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4004,4823,4341,NA,NA,4.309,NA,NA,NA
"85",4309,6,55152.0035297282,32,NA,NA,NA,NA,NA,NA,NA,0.0934579439252336,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4004,4823,4341,NA,NA,4.309,NA,NA,NA
"86",4316,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.316,NA,NA,NA
"87",4330,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33,NA,NA,NA
"88",4338,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.338,NA,NA,NA
"89",4350,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35,NA,NA,NA
"90",4359,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.359,NA,NA,NA
"91",4366,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.366,NA,NA,NA
"92",4372,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.372,NA,NA,NA
"93",4383,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.383,NA,NA,NA
"94",4393,6.1,NA,NA,NA,NA,NA,0,0,NA,0.981933499903902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.393,NA,NA,NA
"95",4405,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0934579439252336,65.4208246012183,0.13,"sumdepth2",1.359604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.405,NA,NA,NA
"96",4405,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0934579439252336,65.4208246012183,0.13,"sumdepth69",70.920789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.405,NA,NA,NA
"97",4405,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0934579439252336,65.4208246012183,0.13,"sumdepth_sand",27.719607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.405,NA,NA,NA
"98",4406,6.2,NA,NA,NA,NA,NA,0,0,NA,0.777222777222777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.406,NA,NA,NA
"99",4419,6.3,NA,NA,NA,NA,NA,0.153944020356234,0,NA,0.758269720101781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.419,NA,NA,NA
"100",4431,6.4,NA,NA,NA,NA,NA,0,0,NA,0.888011486001436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.431,NA,NA,NA
"101",4443,6.5,NA,NA,NA,NA,NA,0,0.0444064901793339,NA,0.830913748932536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.443,NA,NA,NA
"102",4455,6.6,NA,NA,NA,NA,NA,0,0,NA,0.92879746835443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.455,NA,NA,NA
"103",4469,6.7,NA,NA,NA,NA,NA,0,0,NA,0.974468085106383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.469,NA,NA,NA
"104",4482,6.8,NA,NA,NA,NA,NA,0,0.291666666666667,NA,0.591666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.482,NA,NA,NA
"105",4493,6.9,NA,NA,NA,NA,NA,0.157806379406827,0,NA,0.803021824286514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.493,NA,NA,NA
"106",4505,7,NA,NA,NA,NA,NA,0.286002014098691,0,NA,0.695871097683787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.505,NA,NA,NA
"107",4508,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0943396226415094,60.8292328789223,0.1714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.508,NA,NA,NA
"108",4515,7.1,NA,NA,NA,NA,NA,0.403343782654127,0.398119122257053,NA,0.198537095088819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.515,NA,NA,NA
"109",4527,7.2,NA,NA,NA,NA,NA,0.315742397137746,0.00894454382826476,NA,0.675313059033989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.527,NA,NA,NA
"110",4536,7.3,NA,NA,NA,NA,NA,0.204470742932281,0,NA,0.769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.536,NA,NA,NA
"111",4545,7.4,NA,NA,NA,NA,NA,0.19723865877712,0,NA,0.76232741617357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.545,NA,NA,NA
"112",4556,7.5,NA,NA,NA,NA,NA,0.388349514563107,0.0800970873786408,NA,0.470873786407767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.556,NA,NA,NA
"113",4566,7.6,NA,NA,NA,NA,NA,0.317135549872123,0.181585677749361,NA,0.470588235294118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.566,NA,NA,NA
"114",4580,7.7,NA,NA,NA,NA,NA,0.262008733624454,0.0451237263464338,NA,0.640465793304221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58,NA,NA,NA
"115",4592,7.8,NA,NA,NA,NA,NA,0.415766738660907,0.152267818574514,NA,0.41036717062635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.592,NA,NA,NA
